,Immoweb ID,Property type,property sub-type,Price,Eur/m2,Extra,Post code,Construction year,Building condition,Living area,Kitchen type,Bedrooms,Terrace surface,Energy class,Double glazing,url address,Swimming pool,Garden surface,Garden,Surface of the plot,Municipality,Region
6755,9702459,2,VILLA,619000,2579.1666666666665,,1851,1996,4,240,,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/grimbergen-humbeek/1851/9702459?searchId=61ff6616c4dec,0.0,,0.0,0.038184241981653655,grimbergen-humbeek,Flemish Brabant Province
6756,9566309,2,VILLA,627000,2090.0,1.9212049481882087,8750,2011,4,300,10.0,5.0,25.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/wingene/8750/9566309?searchId=61ff6616c4dec,0.0,840.0,1.0,0.04329958698325543,wingene,West Flanders Province
6757,9645599,2,VILLA,650000,2296.819787985866,1.200088203677205,1420,0,4,283,4.0,4.0,71.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/9645599?searchId=61ff6616c4dec,0.0,,0.0,0.15103185292608068,braine-lalleud,Walloon Brabant Province
6759,9679303,2,VILLA,675000,1928.5714285714287,,9340,1965,4,350,10.0,7.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lede/9340/9679303?searchId=61ff6616c4dec,,,0.0,0.09688153412124574,lede,East Flanders Province
6760,9635284,2,VILLA,775000,2719.2982456140353,1.8645663973989512,1840,0,4,285,10.0,4.0,30.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/londerzeel/1840/9635284?searchId=61ff6616c4dec,0.0,675.0,1.0,0.04123278092200218,londerzeel,Flemish Brabant Province
6761,9533872,2,VILLA,1190000,3059.1259640102826,,1861,1995,4,389,4.0,4.0,40.0,,2.0,https://www.immoweb.be/en/classified/villa/for-sale/meise/1861/9533872?searchId=61ff6616c4dec,10.0,1.0,1.0,0.17557517490346294,meise,Flemish Brabant Province
6762,9605171,2,VILLA,1199000,3970.198675496689,,9500,0,4,302,,4.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/zarlardinge/9500/9605171?searchId=61ff6616c4dec,0.0,,,0.4375428431673114,zarlardinge,East Flanders Province
6763,9681703,2,VILLA,1350000,3913.0434782608695,1.9813117244557228,8300,1996,4,345,10.0,7.0,,7.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/9681703?searchId=61ff6616c4dec,0.0,1475.0,1.0,0.07611013320565065,knokke-heist,West Flanders Province
6764,9620293,2,VILLA,1775000,5071.428571428572,1.917882446469543,8300,1936,4,350,10.0,8.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/9620293?searchId=61ff6616c4dec,0.0,,,0.013847600610396724,knokke,West Flanders Province
6765,9701250,2,VILLA,1900000,4222.222222222223,,1640,1978,4,450,10.0,4.0,,5.0,,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/9701250?searchId=61ff6616c4dec,,,0.0,0.08225888123787904,rhode-saint-genese,Flemish Brabant Province
6766,9658663,2,VILLA,1975000,5808.823529411765,,1180,1965,4,340,4.0,6.0,,1.5,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/9658663?searchId=61ff6616c4dec,,,0.0,0.042007833194972144,uccle,Brussels Capital Region
6767,9530091,2,VILLA,2750000,4044.1176470588234,,1380,2000,4,680,10.0,7.0,,6.5,,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/9530091?searchId=61ff6616c4dec,10.0,,0.0,0.5424332507759134,lasne,Walloon Brabant Province
6768,9370746,2,VILLA,3450000,6900.0,,1180,1958,2,500,4.0,5.0,,1.5,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/9370746?searchId=61ff6616c4dec,,,0.0,0.167152940203856,uccle,Brussels Capital Region
6769,9733496,2,VILLA,425000,3035.714285714286,,8430,1966,3,140,4.0,2.0,11.0,3.0,,https://www.immoweb.be/en/classified/villa/for-sale/middelkerke/8430/9733496?searchId=61ff6616c4dec,,144.0,1.0,0.019893008339562455,middelkerke,West Flanders Province
6770,9701652,2,VILLA,750000,3750.0,,1410,0,4,200,10.0,4.0,37.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/9701652?searchId=61ff6616c4dec,10.0,,0.0,,waterloo,Walloon Brabant Province
6771,9718329,2,VILLA,379000,2339.5061728395062,,8820,1985,3,162,4.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/torhout/8820/9718329?searchId=61ff6616c4dec,,,,0.030227038645828673,torhout,West Flanders Province
6774,9452438,2,VILLA,349000,1745.0,1.1882845791503651,3590,1967,2,200,7.0,4.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/diepenbeek/3590/9452438?searchId=61ff66182deab,0.0,,,0.046399796075135294,diepenbeek,Limburg Province
6775,9570591,2,VILLA,350000,3301.8867924528304,,1400,1977,4,106,4.0,3.0,20.0,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/9570591?searchId=61ff66182deab,,,0.0,0.03275887607086389,nivelles,Walloon Brabant Province
6777,9552119,2,VILLA,469000,3844.2622950819673,,1310,1964,2,122,7.0,3.0,12.0,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/la-hulpe/1310/9552119?searchId=61ff66182deab,,,,0.05037839774304778,la-hulpe,Walloon Brabant Province
6778,9715998,2,VILLA,470000,2238.095238095238,,9473,1998,3,210,10.0,3.0,30.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/denderleeuw-welle/9473/9715998?searchId=61ff66182deab,,200.0,1.0,0.03482568213211713,denderleeuw-welle,East Flanders Province
6779,9641058,2,VILLA,490000,1750.0,1.0811162175738889,9630,2001,4,280,4.0,4.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/zwalm/9630/9641058?searchId=61ff66182deab,0.0,,,0.09641650275746375,zwalm,East Flanders Province
6780,9689865,2,VILLA,549000,2829.896907216495,0.9605995596189123,1600,1984,3,194,4.0,3.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/sint-pieters-leeuw/1600/9689865?searchId=61ff66182deab,0.0,,,0.028108562433044094,sint-pieters-leeuw,Flemish Brabant Province
6781,9712393,2,VILLA,619000,2003.2362459546925,,8460,1986,3,309,4.0,6.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/oudenburg/8460/9712393?searchId=61ff66182deab,,,,0.1492233976224841,oudenburg,West Flanders Province
6782,9698640,2,VILLA,650000,2589.641434262948,,9500,2011,4,251,10.0,4.0,,,2.0,https://www.immoweb.be/en/classified/villa/for-sale/geraardsbergen/9500/9698640?searchId=61ff66182deab,0.0,,0.0,0.0507400888037671,geraardsbergen,East Flanders Province
6784,9666117,2,VILLA,849000,2721.153846153846,2.9999954145590313,3800,2003,4,312,10.0,5.0,70.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/sint-truiden/3800/9666117?searchId=61ff66182deab,10.0,1500.0,1.0,0.106130491245354,sint-truiden,Limburg Province
6785,9643831,2,VILLA,885000,3277.777777777778,,1410,0,3,270,,4.0,50.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/9643831?searchId=61ff66182deab,,,0.0,0.09290293245333324,waterloo,Walloon Brabant Province
6786,9280331,2,VILLA,1250000,2358.490566037736,,8380,1850,4,530,10.0,6.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lissewege/8380/9280331?searchId=61ff66182deab,,,0.0,0.5441900359279787,lissewege,West Flanders Province
6787,9142015,2,VILLA,1380000,2760.0,,1410,1990,3,500,,6.0,,6.0,,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/9142015?searchId=61ff66182deab,,,0.0,0.07538675108421201,waterloo,Walloon Brabant Province
6788,9504553,2,VILLA,1500000,5617.9775280898875,,1180,1981,4,267,4.0,4.0,,3.0,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/9504553?searchId=61ff66182deab,,,,0.03348225819230253,uccle,Brussels Capital Region
6789,8777237,2,VILLA,1790000,3977.777777777778,,1640,2012,4,450,10.0,5.0,,3.0,,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/8777237?searchId=61ff66182deab,,,0.0,0.07016806577954757,rhode-saint-genese,Flemish Brabant Province
6790,9717714,2,VILLA,2450000,3990.228013029316,,2970,0,4,614,10.0,4.0,66.0,4.0,,https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/9717714?searchId=61ff66182deab,,3617.0,1.0,0.2016169312752538,schilde,Antwerp Province
6791,9719841,2,VILLA,549000,2111.5384615384614,,7070,2014,4,260,10.0,4.0,,,,https://www.immoweb.be/en/classified/villa/for-sale/ville-sur-haine/7070/9719841?searchId=61ff66182deab,,,0.0,0.051566811228268394,ville-sur-haine,Hainaut Province
6793,9723603,2,VILLA,790000,3674.4186046511627,2.883016929486915,1440,1993,4,215,10.0,4.0,35.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-le-chateau/1440/9723603?searchId=61ff66182deab,10.0,800.0,1.0,0.06918633290045229,braine-le-chateau,Walloon Brabant Province
6794,9598368,2,VILLA,493000,2738.8888888888887,1.9222891329595628,1325,0,4,180,10.0,4.0,18.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/9598368?searchId=61ff66182deab,0.0,1026.0,1.0,0.052910235168083,chaumont-gistoux,Walloon Brabant Province
6795,9598375,2,VILLA,522000,2900.0,1.9229886070055981,1325,0,4,180,10.0,4.0,18.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/9598375?searchId=61ff66182deab,0.0,1146.0,1.0,0.05911065335184272,chaumont-gistoux,Walloon Brabant Province
6796,9725635,2,VILLA,465000,3019.4805194805194,,1495,0,3,154,4.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/villers-la-ville/1495/9725635?searchId=61ff66182deab,,,0.0,0.04650313637819795,villers-la-ville,Walloon Brabant Province
6797,9726256,2,VILLA,695000,2957.446808510638,1.1079468761897129,8760,1994,3,235,4.0,5.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/meulebeke/8760/9726256?searchId=61ff66182deab,0.0,,0.0,0.33425421025618063,meulebeke,West Flanders Province
6799,9734649,2,VILLA,595000,2632.7433628318586,,9860,0,4,226,,4.0,,,0.0,https://www.immoweb.be/en/classified/villa/for-sale/oosterzele/9860/9734649?searchId=61ff66182deab,,,,0.3538371976865551,oosterzele,East Flanders Province
6800,9684709,2,VILLA,270000,2347.8260869565215,,7090,0,2,115,,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-le-comte/7090/9684709?searchId=61ff66182deab,,800.0,1.0,0.04381628849856874,braine-le-comte,Hainaut Province
6801,9460582,2,VILLA,295000,1966.6666666666667,,5300,0,3,150,7.0,4.0,30.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/vezin/5300/9460582?searchId=61ff66182deab,,800.0,1.0,0.04123278092200218,vezin,Namur Province
6802,9632364,2,VILLA,380000,2360.248447204969,,7387,2010,4,161,4.0,3.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/honnelles-montignies-sur-roc/7387/9632364?searchId=61ff66182deab,,,0.0,0.039889356982187575,honnelles-montignies-sur-roc,Hainaut Province
6803,9502626,2,VILLA,399000,1564.7058823529412,0.9627096396577844,6183,1989,3,255,4.0,2.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/trazegnies/6183/9502626?searchId=61ff6619d630e,0.0,,0.0,0.04681315728738594,trazegnies,Hainaut Province
6804,9546163,2,VILLA,435000,1891.304347826087,,5170,1900,1,230,,4.0,,3.0,0.0,https://www.immoweb.be/en/classified/villa/for-sale/profondeville/5170/9546163?searchId=61ff6619d630e,,,0.0,0.03358559849536519,profondeville,Namur Province
6805,9580456,2,VILLA,445000,3178.5714285714284,,1340,1952,1,140,,3.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/ottignies/1340/9580456?searchId=61ff6619d630e,,,0.0,0.03606576576886908,ottignies,Walloon Brabant Province
6806,9682167,2,VILLA,450000,3214.285714285714,,1310,1982,3,140,4.0,2.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/la-hulpe/1310/9682167?searchId=61ff6619d630e,,600.0,1.0,0.03937265546687427,la-hulpe,Walloon Brabant Province
6807,9704854,2,VILLA,450000,2163.4615384615386,,9920,1981,4,208,,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lievegem/9920/9704854?searchId=61ff6619d630e,,,0.0,0.04619311546900996,lievegem,East Flanders Province
6808,9680282,2,VILLA,475000,2111.1111111111113,,1470,1976,2,225,,3.0,30.0,1.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/9680282?searchId=61ff6619d630e,0.0,,0.0,0.06598278350550976,genappe,Walloon Brabant Province
6810,9084540,2,VILLA,495000,2475.0,,1300,0,1,200,10.0,3.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/9084540?searchId=61ff6619d630e,0.0,,0.0,,wavre,Walloon Brabant Province
6811,9685143,2,VILLA,495000,1718.75,,4530,2017,4,288,10.0,4.0,100.0,,2.0,https://www.immoweb.be/en/classified/villa/for-sale/villers-le-bouillet/4530/9685143?searchId=61ff6619d630e,0.0,700.0,1.0,0.0567338263814015,villers-le-bouillet,Liège Province
6812,9577340,2,VILLA,550000,1297.1698113207547,1.4190006528813026,9900,1963,2,424,7.0,4.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/eeklo/9900/9577340?searchId=61ff6619d630e,0.0,,,0.09155950851351863,eeklo,East Flanders Province
6813,9708086,2,VILLA,625000,2055.9210526315787,,9280,1990,3,304,4.0,5.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lebbeke/9280/9708086?searchId=61ff6619d630e,,1620.0,1.0,0.08360230517769365,lebbeke,East Flanders Province
6814,9692807,2,VILLA,750000,2038.0434782608695,1.86660653003322,9620,1975,4,368,10.0,5.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/9692807?searchId=61ff6619d630e,0.0,,0.0,0.05931733395796805,zottegem,East Flanders Province
6815,9577339,2,VILLA,750000,1334.5195729537365,,9900,1954,4,562,4.0,6.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/eeklo/9900/9577339?searchId=61ff6619d630e,,,,0.08515240972363358,eeklo,East Flanders Province
6817,9661741,2,VILLA,975000,2256.9444444444443,3.1095303299912596,9240,0,4,432,10.0,3.0,42.0,7.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/zele/9240/9661741?searchId=61ff6619d630e,10.0,,0.0,0.07709186608474594,zele,East Flanders Province
6818,9669244,2,VILLA,1250000,2272.7272727272725,,1390,1996,3,550,,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/9669244?searchId=61ff6619d630e,10.0,,0.0,0.5404181148661915,grez-doiceau,Walloon Brabant Province
6819,9024173,2,VILLA,1350000,4821.428571428572,,9880,2008,3,280,,3.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/aalter/9880/9024173?searchId=61ff6619d630e,,,,0.4886962931833292,aalter,East Flanders Province
6820,9530131,2,VILLA,1590000,2252.124645892351,,1500,1953,3,706,,7.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/halle/1500/9530131?searchId=61ff6619d630e,10.0,,0.0,0.2839791528161955,halle,Flemish Brabant Province
6821,9385478,2,VILLA,1680000,3360.0,,1380,2013,4,500,4.0,4.0,54.0,7.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/9385478?searchId=61ff6619d630e,,,0.0,0.12390502337213188,lasne,Walloon Brabant Province
6822,9707468,2,VILLA,2995000,6014.056224899598,1.9247023184183834,8300,0,4,498,10.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/9707468?searchId=61ff6619d630e,0.0,1440.0,1.0,0.07430167790205407,knokke-heist,West Flanders Province
6825,9721994,2,VILLA,525000,2430.5555555555557,,1460,0,3,216,4.0,4.0,25.0,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/oisquercq/1460/9721994?searchId=61ff6619d630e,,,,0.05032672759151645,oisquercq,Walloon Brabant Province
6826,9721993,2,VILLA,525000,2430.5555555555557,,1480,0,3,216,4.0,4.0,25.0,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/oisquercq/1480/9721993?searchId=61ff6619d630e,,,,0.05032672759151645,oisquercq,Walloon Brabant Province
6828,9592955,2,VILLA,270000,1928.5714285714287,,7090,0,3,140,0.0,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-le-comte/7090/9592955?searchId=61ff6619d630e,,,0.0,0.020771400915595085,braine-le-comte,Hainaut Province
6829,9676284,2,VILLA,280000,864.1975308641976,,6600,2009,4,324,4.0,5.0,30.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/wardin/6600/9676284?searchId=61ff6619d630e,,,,0.105820470336166,wardin,Luxembourg Province
6830,9710085,2,VILLA,288000,1309.090909090909,,7110,1990,3,220,4.0,3.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/boussoit/7110/9710085?searchId=61ff6619d630e,,287.0,1.0,0.02185647409775304,boussoit,Hainaut Province
6831,9580413,2,VILLA,325000,1756.7567567567567,,4257,1983,3,185,4.0,4.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/berloz/4257/9580413?searchId=61ff6619d630e,,990.0,1.0,0.0597306951702187,berloz,Liège Province
6832,9683016,2,VILLA,339000,1883.3333333333333,,4821,1999,3,180,4.0,4.0,10.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/andrimont/4821/9683016?searchId=61ff6619d630e,,,0.0,0.03250052531320723,andrimont,Liège Province
6833,9559964,2,VILLA,345000,1916.6666666666667,,4610,1990,3,180,4.0,4.0,65.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/beyne-heusay/4610/9559964?searchId=61ff661be39db,,550.0,1.0,0.033275577586177205,beyne-heusay,Liège Province
6834,9656179,2,VILLA,365000,1332.1167883211679,,6900,0,1,274,7.0,4.0,,,,https://www.immoweb.be/en/classified/villa/for-sale/waha/6900/9656179?searchId=61ff661be39db,,,,0.04717484834810526,waha,Luxembourg Province
6835,9562274,2,VILLA,367500,2041.6666666666667,,8450,1980,3,180,4.0,2.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/bredene/8450/9562274?searchId=61ff661be39db,,,,0.019737997884968467,bredene,West Flanders Province
6836,9283008,2,VILLA,375000,1470.5882352941176,1.0780968212751716,7332,1973,4,255,4.0,4.0,,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/sirault/7332/9283008?searchId=61ff661be39db,0.0,,0.0,0.06965136426423427,sirault,Hainaut Province
6837,9643292,2,VILLA,415000,1317.4603174603174,0.8498463935565073,3400,1964,4,315,4.0,3.0,,3.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/landen/3400/9643292?searchId=61ff661be39db,0.0,,0.0,0.046348125923603954,landen,Flemish Brabant Province
6838,9404026,2,VILLA,460000,2421.0526315789475,1.0771175576107224,7000,1970,4,190,4.0,4.0,25.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/mons/7000/9404026?searchId=61ff661be39db,0.0,,0.0,0.060970778806970646,mons,Hainaut Province
6839,9706742,2,VILLA,475000,3064.516129032258,,8434,1988,4,155,4.0,3.0,,6.0,,https://www.immoweb.be/en/classified/villa/for-sale/westende/8434/9706742?searchId=61ff661be39db,,400.0,1.0,0.029762007282046688,westende,West Flanders Province
6840,9474278,2,VILLA,479000,2259.433962264151,,4340,2007,3,212,10.0,4.0,50.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/awans/4340/9474278?searchId=61ff661be39db,,,0.0,0.05931733395796805,awans,Liège Province
6841,9305557,2,VILLA,520000,1733.3333333333333,1.1913389491513842,7050,1980,4,300,4.0,4.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/erbisoeul/7050/9305557?searchId=61ff661be39db,0.0,,0.0,0.07347495547755277,erbisoeul,Hainaut Province
6842,9646625,2,VILLA,535000,2972.222222222222,,1410,0,3,180,4.0,4.0,20.0,,,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/9646625?searchId=61ff661be39db,,300.0,1.0,0.025731735462602864,waterloo,Walloon Brabant Province
6843,9694253,2,VILLA,545000,2096.153846153846,,1380,1991,2,260,4.0,4.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/9694253?searchId=61ff661be39db,,,0.0,0.09372965487783454,lasne,Walloon Brabant Province
6844,9715375,2,VILLA,549000,2048.507462686567,,3680,2004,4,268,,4.0,51.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/maaseik/3680/9715375?searchId=61ff661be39db,0.0,,,0.03906263455768628,maaseik,Limburg Province
6845,9609373,2,VILLA,549000,1291.764705882353,1.1885760266695464,7390,2001,3,425,4.0,5.0,50.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/quaregnon/7390/9609373?searchId=61ff661be39db,0.0,,0.0,0.048983303651701844,quaregnon,Hainaut Province
6847,9545126,2,VILLA,694000,2313.3333333333335,,9500,1994,4,300,,3.0,25.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/geraardsbergen/9500/9545126?searchId=61ff661be39db,,,0.0,0.1081456271550759,geraardsbergen,East Flanders Province
6848,9714807,2,VILLA,795000,2380.2395209580836,3.106359380982568,4890,2010,4,334,10.0,4.0,100.0,7.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/thimister-clermont/4890/9714807?searchId=61ff661be39db,10.0,950.0,1.0,0.048983303651701844,thimister-clermont,Liège Province
6849,9633921,2,VILLA,845000,1508.9285714285713,1.0854704435104565,3012,1961,3,560,4.0,8.0,50.0,5.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/wilsele/3012/9633921?searchId=61ff661be39db,0.0,2300.0,1.0,0.13501410595136806,wilsele,Flemish Brabant Province
6850,9659984,2,VILLA,895000,3377.3584905660377,,8450,0,4,265,10.0,3.0,,,2.0,https://www.immoweb.be/en/classified/villa/for-sale/bredene/8450/9659984?searchId=61ff661be39db,,,,0.048983303651701844,bredene,West Flanders Province
6852,9706940,2,VILLA,1495000,3903.3942558746735,3.065039311801476,1470,2017,4,383,10.0,4.0,160.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/9706940?searchId=61ff661be39db,10.0,,0.0,0.18270565581478662,genappe,Walloon Brabant Province
6853,9701885,2,VILLA,1495000,2595.4861111111113,1.2608711381892193,2243,2002,3,576,4.0,6.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/zandhoven/2243/9701885?searchId=61ff661be39db,0.0,3676.0,1.0,0.1898361367261103,zandhoven,Antwerp Province
6856,8885482,2,VILLA,2950000,4916.666666666667,,1180,1980,4,600,10.0,5.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8885482?searchId=61ff661be39db,,,0.0,0.10220355972897283,uccle,Brussels Capital Region
6858,9728065,2,VILLA,985000,4646.226415094339,,1410,1960,4,212,10.0,4.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/9728065?searchId=61ff661be39db,,,0.0,0.09894834018249897,waterloo,Walloon Brabant Province
6859,9667737,2,VILLA,329000,2674.79674796748,,7830,2001,4,123,,3.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/silly/7830/9667737?searchId=61ff661be39db,,,0.0,0.051566811228268394,silly,Hainaut Province
6860,9740678,2,VILLA,1100000,4230.7692307692305,,8500,2021,4,260,,3.0,,7.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/9740678?searchId=61ff661be39db,0.0,,0.0,0.12907203852526497,kortrijk,West Flanders Province
6862,9609595,2,VILLA,325000,1719.5767195767196,,1300,0,3,189,4.0,3.0,,4.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/limal/1300/9609595?searchId=61ff661be39db,,1000.0,1.0,0.051566811228268394,limal,Walloon Brabant Province
6863,9512632,2,VILLA,375000,2622.377622377622,1.1876900262112353,5032,0,3,143,4.0,3.0,20.0,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/gembloux/5032/9512632?searchId=61ff661d954d7,0.0,650.0,1.0,0.04112944061893952,gembloux,Namur Province
6865,9671349,2,VILLA,490000,1633.3333333333333,,7850,2004,4,300,10.0,2.0,,7.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/enghien/7850/9671349?searchId=61ff661d954d7,,,0.0,0.049810026076203134,enghien,Hainaut Province
6868,9545269,2,VILLA,525000,2500.0,,1495,1985,4,210,,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/villers-la-ville/1495/9545269?searchId=61ff661d954d7,,2636.0,1.0,0.143746361560163,villers-la-ville,Walloon Brabant Province
6869,9639086,2,VILLA,600000,3076.923076923077,3.0536612006526402,1390,0,4,195,10.0,4.0,12.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/9639086?searchId=61ff661d954d7,10.0,1500.0,1.0,0.0818455200256284,grez-doiceau,Walloon Brabant Province
6870,9714204,2,VILLA,695000,1728.8557213930349,,8600,1950,3,402,4.0,5.0,,6.0,0.0,https://www.immoweb.be/en/classified/villa/for-sale/diksmuide/8600/9714204?searchId=61ff661d954d7,,2000.0,1.0,0.11016076306479781,diksmuide,West Flanders Province
6871,9606128,2,VILLA,725000,2196.969696969697,,9450,0,4,330,10.0,4.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/haaltert/9450/9606128?searchId=61ff661d954d7,,600.0,1.0,0.03968267637606225,haaltert,East Flanders Province
6872,9712083,2,VILLA,795000,2446.153846153846,,1560,1974,3,325,,5.0,,6.0,2.0,https://www.immoweb.be/en/classified/villa/for-sale/hoeilaart/1560/9712083?searchId=61ff661d954d7,,,0.0,0.039010964406154945,hoeilaart,Flemish Brabant Province
6874,9650287,2,VILLA,949000,3450.909090909091,,3012,1974,3,275,10.0,5.0,60.0,,2.0,https://www.immoweb.be/en/classified/villa/for-sale/leuven-wilsele/3012/9650287?searchId=61ff661d954d7,10.0,,0.0,0.1053037688208527,leuven-wilsele,Flemish Brabant Province
6875,9641481,2,VILLA,950000,6551.724137931034,,1380,1971,1,145,0.0,3.0,40.0,1.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/9641481?searchId=61ff661d954d7,,17800.0,1.0,0.9196253569546301,lasne,Walloon Brabant Province
6877,9420851,2,VILLA,1250000,2840.909090909091,,1420,0,3,440,4.0,4.0,37.0,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/9420851?searchId=61ff661d954d7,,,0.0,0.11398435427811632,braine-lalleud,Walloon Brabant Province
6878,9496490,2,VILLA,1495000,3700.4950495049507,,2590,2003,4,404,10.0,5.0,,6.5,2.0,https://www.immoweb.be/en/classified/villa/for-sale/berlaar/2590/9496490?searchId=61ff661d954d7,,,,0.1841524200576639,berlaar,Antwerp Province
